PHI,log10.PHI,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
1.07522749900818,0.0181710086762905,0.256606576132781,0.110727269817923,0.589780034621557,1.59815809726715,-0.22931062927457,0.203619726737577
2.26274561882019,0.352350324392319,0.247824689522026,0.0434443543728414,1.88159983555476,2.72341817816099,0.274527253091529,0.435114250496043
0.736331224441528,-0.147356256842613,0.165810812103978,0.125268000659301,0.400032672534386,1.04295602440834,-0.397904641894258,0.0182659127901978
0.926578640937805,-0.042292308062315,0.179543748657904,0.0931454228002363,0.560889108975728,1.27064749002457,-0.251122994146822,0.104025008937843
0.656147599220276,-0.191361010074615,0.121176399205525,0.088936773241241,0.403995862106482,0.882082199553649,-0.393623085486435,-0.0544909421024265
0.926215946674347,-0.0434442572295666,0.193154582995405,0.0963905374298094,0.543472749988238,1.30309189458688,-0.264822808792072,0.114975043021701
1.40142524242401,0.140894934535027,0.226553974320051,0.0706046083273899,0.983861505488555,1.8367022027572,-0.00706603370552955,0.264038733722591
1.62193286418915,0.20803327858448,0.155835227003891,0.0417148767840543,1.33309096395969,1.93962821861108,0.124859784658013,0.287718489652853
0.752621650695801,-0.130967602133751,0.135009710439495,0.0832728893769471,0.48928317502141,1.02433896164099,-0.310440321401044,0.0104436401135137
0.798114061355591,-0.104377254843712,0.131755889326639,0.0771408982757896,0.535135782261689,1.05072057445844,-0.271536070091611,0.0214872363836633
0.784585952758789,-0.122333079576492,0.204421390567571,0.128369724799068,0.385907605538766,1.19347426394622,-0.41351666259423,0.0768130563205
1.74882793426514,0.240385890007019,0.179843907078625,0.0458661914735812,1.41488480567932,2.10802004933357,0.150721020147256,0.323874737040602
0.736503124237061,-0.140013083815575,0.128865589607186,0.0812422065481726,0.481217867632707,0.983174292743206,-0.317658339094679,-0.00736949665865539
1.01339507102966,-0.000339773629093543,0.170219834298857,0.0733149707283138,0.699252334733804,1.36056445340316,-0.15536607632894,0.133719036107987
0.269392222166061,-0.590598046779633,0.0782693661541756,0.142571638560698,0.121077515184879,0.425839048624039,-0.916936500439025,-0.370754546009837
0.431157261133194,-0.378300040960312,0.0814084782771359,0.128641897854345,0.21348006327947,0.559535039961338,-0.670647405488294,-0.252172711488559
1.06998193264008,0.0239054076373577,0.166813548503195,0.0698291503391798,0.742609515786171,1.40102004607519,-0.129239504366898,0.146444347584778
0.710192799568176,-0.159574314951897,0.144472806300526,0.105321083186006,0.394927816341321,0.978901830812296,-0.403482285279211,-0.00926087817820295
1.2475049495697,0.0879935175180435,0.231471852901442,0.0858284437097951,0.791584901511669,1.70059739947319,-0.101502521572073,0.230601510624736
1.06008267402649,0.0205799657851458,0.147743680339164,0.0671452328337202,0.769228244821231,1.33950789372126,-0.11394482068823,0.126945274031847
1.03581559658051,0.0104928081855178,0.147055637341757,0.0666212884715021,0.744291320443153,1.31179406444232,-0.128257435819454,0.117865661454894
1.46914398670197,0.165178388357162,0.129844028734259,0.0424882851457993,1.23053946395715,1.72209259470304,0.0900955202058901,0.236056493363283
0.664914965629578,-0.186377212405205,0.124356296249567,0.0951367669447055,0.395908562342326,0.892411774396897,-0.40240532612553,-0.0494348413734429
1.27254366874695,0.100526429712772,0.173136524718878,0.0606671300420765,0.932871528963248,1.61397054990133,-0.0301781613369892,0.207895590141757
0.335503578186035,-0.494639992713928,0.0940787838388665,0.142457061476365,0.145266025265058,0.524533070623875,-0.837835947310523,-0.28022712671316
0.386568397283554,-0.435026168823242,0.111695273973872,0.150478083706279,0.151587365940213,0.606493706007799,-0.819337017094842,-0.217173886217929
0.375964760780334,-0.446645796298981,0.112865366964549,0.14451707306486,0.173290626704693,0.612557674944401,-0.761224929549782,-0.212853014952139
0.373070925474167,-0.454366981983185,0.121744916188249,0.159233768613954,0.152456633994977,0.631238217651844,-0.816853678727918,-0.199806740851795
0.192413449287415,-0.741217732429504,0.0634864836055563,0.154226353379627,0.0827098422373335,0.328724095473687,-1.08244283587238,-0.483168674970773
0.869204580783844,-0.0702132433652878,0.159823951007722,0.0986002877874411,0.534101543823878,1.16852944393953,-0.272376167350978,0.0676396379124341
1.1785010099411,0.0667182207107544,0.169754685989992,0.0638723906459493,0.852363158762455,1.52108860512575,-0.0693754301645006,0.182154512932569
1.27872943878174,0.105496071279049,0.105368314711698,0.0324443965127417,1.1207082559665,1.45105943779151,0.0494925697405984,0.161685194296201
0.976385533809662,-0.0195553302764893,0.196872479937334,0.09082090726268,0.605083674192429,1.37080181439718,-0.218184565707534,0.136974661088361
