PHI,log10.PHI,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
1.03353977203369,0.0118938824161887,0.128372953234238,0.0428315296178511,0.910895846784115,1.26221770644188,-0.0405312782907516,0.101133518897043
1.08617675304413,0.0335906371474266,0.130368679181431,0.0418258869897126,0.9587809552749,1.33741602003575,-0.0182806035200122,0.126266219388249
1.12231075763702,0.0479943193495274,0.127424662867675,0.0404140990031446,0.998998303214709,1.3467252800862,-0.000435249538875488,0.129278332268034
0.895152449607849,-0.0504244640469551,0.105595724179389,0.0423737657467995,0.780293846130371,1.08707659244537,-0.107741818188191,0.0362601388230444
0.950313985347748,-0.0245138239115477,0.115343704731079,0.0425930518159053,0.832592108349005,1.14103544553121,-0.0795677099186506,0.0572957728774663
0.920726537704468,-0.0378260500729084,0.0994602611270949,0.0393140427508634,0.837046314775944,1.1097852687041,-0.0772505117255496,0.0452260663904488
1.13710904121399,0.0534060224890709,0.127302283866878,0.0466658500887501,1.01731243530909,1.3359951933225,0.00745435314651353,0.125804167813984
1.09944570064545,0.038620263338089,0.1378318704672,0.0442257200180051,0.954713710645835,1.37636064291,-0.0201268420401327,0.13873224213338
0.982579171657562,-0.00987750943750143,0.113465393783965,0.042063199757403,0.869708017011483,1.18699782788754,-0.0606265270027665,0.0744498327784418
0.717925727367401,-0.14634570479393,0.0866496210097408,0.043374362011496,0.617541833221912,0.859419893225036,-0.209333653883956,-0.0657956999450535
0.758488059043884,-0.122424863278866,0.0895760268689763,0.0430833226454045,0.654272631804148,0.915083529551824,-0.184241246817438,-0.0385392940539415
0.819785475730896,-0.0887622162699699,0.100005377125714,0.0436120629877174,0.706014948586623,0.995087728401025,-0.151186105254203,-0.00213863685883365
0.701056241989136,-0.156783431768417,0.0866651506856842,0.0444131007463639,0.598951478302479,0.859312389294307,-0.222608362011808,-0.0658490577038463
0.855431914329529,-0.0700208768248558,0.097376044727164,0.0415241430537551,0.744110905130704,1.01813187698523,-0.128362331699338,0.0078039974885922
0.730821311473846,-0.138650760054588,0.0886685803511324,0.043708222635587,0.631150881946087,0.882023765643438,-0.199866822688461,-0.0545197326471809
0.757639646530151,-0.122838854789734,0.0888219288448993,0.042248983085967,0.660658533871174,0.907481239736082,-0.180022953267619,-0.0421631133457958
1.1690160036087,0.0659855678677559,0.123956767507756,0.0378973061530924,1.09261772533258,1.42394732634227,0.038468241711938,0.153492779348442
1.3934006690979,0.142210423946381,0.153225328702943,0.0371312105410942,1.28674245774746,1.68111873269081,0.109491631251558,0.225598386381695
0.960729479789734,-0.0195888429880142,0.115662736308577,0.0401623879326412,0.865993035833041,1.16527740458647,-0.0624856019431427,0.0664293088343303
0.973046183586121,-0.0142465149983764,0.116605445662971,0.0429053258434291,0.849640883505344,1.16287579834461,-0.0707645982039017,0.0655329244693245
0.956859886646271,-0.0212507750838995,0.110027296766387,0.0397717709864684,0.858837261299292,1.14209070702394,-0.0660891240876925,0.0576989948344169
1.04028165340424,0.0148101588711143,0.121099756461044,0.0432505551222293,0.909929756323496,1.2540622840325,-0.0409921334834961,0.0983189995803558
0.927486062049866,-0.0347771197557449,0.103161539121285,0.0403087708223204,0.820040705303351,1.11251669029395,-0.0861645914227383,0.0463064506443555
2.03777313232422,0.306457012891769,0.289048671391635,0.0437129180721993,1.82827094892661,2.50938418706259,0.262040558189736,0.399562019764742
