isoform.ID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
AC3.12,0.475331723690033,-0.358333766460419,0.186278186959776,0.180284999422919,0.191464841365814,0.940587054193019,-0.717910963745864,-0.0266235162817199
AH9.4,0.606397926807404,-0.228108197450638,0.13382241606018,0.0983629263993456,0.382250905036926,0.876660704612732,-0.417651477656446,-0.0571684597994057
AH9.6,0.98174661397934,-0.015464155934751,0.176430625954586,0.0821726154267558,0.631004333496094,1.3071516752243,-0.199967658177453,0.116325983824691
AH10.1,1.88612508773804,0.274569302797318,0.127785178822632,0.0295831984038855,1.65582132339478,2.14623641967773,0.219013471065838,0.331677560177042
B0001.2,0.816728413105011,-0.0905924588441849,0.0908835764983758,0.0481745900763342,0.662820816040039,1.01704847812653,-0.178603860920525,0.0073416542807246
B0035.8,3.83155512809753,0.581359267234802,0.366282097578472,0.0420714423321011,3.10091090202332,4.44570215145747,0.49148928790275,0.647940164643687
B0035.16,0.322166949510574,-0.517986595630646,0.112929010300138,0.151801323513828,0.14723864980042,0.610238605737685,-0.831978257014665,-0.214662674693535
B0047.4,1.04075765609741,0.0102794887498021,0.178055985783821,0.0813442223775515,0.699719476203124,1.3987945318222,-0.155088487220323,0.145753925893366
B0222.9,0.505784749984741,-0.300076216459274,0.067999354958981,0.059981278920517,0.358944427222013,0.649620442092419,-0.444976919831189,-0.187343622899602
B0222.15,0.680424332618713,-0.192282602190971,0.223169738547778,0.152767691917518,0.332475357254346,1.16290335853894,-0.478245254439602,0.065446158979749
B0238.6,0.408595532178879,-0.407172709703445,0.115825024327225,0.130232061767172,0.208376556634903,0.681944414973258,-0.681151142842769,-0.166280151367852
B0280.11,0.750118017196655,-0.133456856012344,0.142590665918924,0.0888895436347045,0.444001976400614,1.01992464065552,-0.352618343656769,0.00856808415747259
B0284.1,0.53573215007782,-0.287021905183792,0.140550322042437,0.12068105560686,0.307094931602478,0.803590297698975,-0.51272735123925,-0.0949653154295552
B0303.14,1.23998820781708,0.0898347795009613,0.15577184112089,0.056585807417515,0.899446249008179,1.53637707233429,-0.0460247850217578,0.186497817477128
B0304.2,1.56723296642303,0.19099397957325,0.215206239249451,0.0603003173220171,1.17463684082031,2.03430652618408,0.0699036177516709,0.30841639234309
B0304.3,0.497131735086441,-0.3140809237957,0.107423543917089,0.097584359410412,0.311324566602707,0.708818912506104,-0.506786607814006,-0.14946470324366
B0348.10,0.794791460037231,-0.147337555885315,0.347581587500034,0.215981513877518,0.224958404898643,1.57625651359558,-0.647897776079603,0.197626894228417
B0361.8,0.554131805896759,-0.265584766864777,0.112451436733608,0.0907487895270081,0.346293777227402,0.831988938649494,-0.460555312493516,-0.079960859537131
B0379.1a,1.31776583194733,0.114297352731228,0.208696496854109,0.0699327532335215,0.927753455440203,1.71062771081924,-0.0325903657194445,0.233155492757094
B0393.5,0.307119816541672,-0.527227699756622,0.075601339249608,0.116477132504288,0.143122566118836,0.457978875935078,-0.84437370732946,-0.339155425490103
B0414.1,0.237678736448288,-0.645858407020569,0.0741291603403239,0.140389868405723,0.115219056606293,0.381703943014145,-0.938475685023037,-0.418273353751607
B0432.9,0.891210615634918,-0.0587094016373158,0.171601565643456,0.0896592058932378,0.572923004627228,1.3102037101984,-0.241903739136179,0.117335685470436
B0454.2,0.790625333786011,-0.10939509421587,0.143525016728636,0.0809771586385627,0.536297917366028,1.07021355628967,-0.270593889552312,0.0294704478384903
B0464.8,0.653232574462891,-0.197493895888329,0.14830522541374,0.108380114235318,0.336049973964691,0.96808385848999,-0.473596133909955,-0.0140870210985885
B0495.1,0.267524659633636,-0.59462696313858,0.0869883771429296,0.138770068689067,0.142569109797478,0.471904039382935,-0.84597456212613,-0.326146305186801
B0495.6,1.01437723636627,-0.0186320021748543,0.330693219201208,0.152443779603712,0.412625219424566,1.80351996421814,-0.384444275724622,0.256120954140816
B0507.1,0.876622796058655,-0.0619740299880505,0.127765929264781,0.065589055935198,0.656477085252603,1.14343904952208,-0.182783720941559,0.0582097069782686
B0507.11,0.252436608076096,-0.624366939067841,0.087128639550005,0.154518535600102,0.122654013335705,0.467359632253647,-0.911318236768361,-0.330348802099117
B0554.4,0.509425818920135,-0.306291878223419,0.123213639859862,0.110077623450096,0.293694466352463,0.760009825229645,-0.532104236164399,-0.119180793225213
BE0003N10.2,1.20879077911377,0.0784593522548676,0.162151750518323,0.0582316555111586,0.92133229970932,1.56312079032262,-0.0355837032433958,0.193991288202042
BE10.2,0.828990936279297,-0.0877346396446228,0.139224395648184,0.0746998877008391,0.562330186367035,1.09880101680756,-0.250008602564306,0.0409190526357708
C01B4.10,0.447979629039764,-0.366694957017899,0.124738867511434,0.127972406432904,0.24179145693779,0.694557189941406,-0.61655904785209,-0.158291988582388
C01B12.2,0.574821412563324,-0.252154558897018,0.126867228573,0.103977634353324,0.317736178636551,0.797516286373138,-0.497933331953908,-0.0982604392930223
C01B12.4,0.493516564369202,-0.322754472494125,0.130304598191363,0.120926175764,0.265234440565109,0.770817577838898,-0.576370083675121,-0.113048390187584
C01C10.3,1.09076941013336,0.0338622964918613,0.143429091389926,0.0586869472168116,0.82985880424579,1.38891511956851,-0.0809985156146705,0.14265082261691
C01F1.2,1.05876922607422,0.0190669372677803,0.171549119653391,0.0709371831336486,0.783589124679565,1.42086735268434,-0.105911600145945,0.152553407051862
C01G10.10a,0.69814932346344,-0.163622289896011,0.126285079093243,0.0830188126848606,0.420813276618719,0.972272880375385,-0.375969770824815,-0.0122118297720917
C01G12.7,1.12685370445251,0.04923490062356,0.12333917715779,0.0480937521679204,0.891120426356792,1.37165594100952,-0.0501145134273453,0.137245188878256
C02A12.1,2.04250073432922,0.308104544878006,0.197440230645029,0.0425109192354066,1.65579295158386,2.43331527709961,0.219006029546447,0.386198382763082
C02E7.10,1.27511835098267,0.0905695632100105,0.317867038777119,0.118296631621711,0.698600053787231,1.86890411376953,-0.155771385260787,0.271587019982881
C02F5.13,0.509403944015503,-0.316578030586243,0.165498213328704,0.146836296775238,0.220623001456261,0.856305192907651,-0.656349211366455,-0.0674129860568399
C03A3.2,1.26288509368896,0.0992764011025429,0.121624269004479,0.0430881699349455,0.971073868870735,1.481316447258,-0.0127477339081069,0.170647844893583
C03A7.7,3.00662422180176,0.477216333150864,0.189651964981792,0.0273993694926949,2.60940146446228,3.41794657707214,0.416540901786126,0.533765270361285
C03A7.11,0.42958664894104,-0.380744934082031,0.106030921837434,0.111864920673572,0.229494074856242,0.660627782344818,-0.639233740805212,-0.180043166240522
C03A7.14,3.38530373573303,0.528760671615601,0.211058793692542,0.0269475463781505,2.98192691802979,3.82834100723267,0.474496995426391,0.583010615354385
C03B1.1,1.23239803314209,0.0860503017902374,0.178072795830688,0.0647134112958663,0.901558200021585,1.55589999755224,-0.0450091319328795,0.191980288824603
C03B1.4,1.66024839878082,0.217503368854523,0.183623565119648,0.0483219566389301,1.30616634587447,2.05825471878052,0.1159975541967,0.313499119753662
C03C10.3,2.34147620201111,0.368309795856476,0.173122301734802,0.0320334700507061,2.01996231079102,2.6530059615771,0.305343266294054,0.423738184047237
C03D6.5,1.60846972465515,0.203538849949837,0.185796098476664,0.0499694939773265,1.29699029028416,2.00350642204285,0.112936399303059,0.301790738859211
