isoform.ID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
AC3.12,0.468980014324188,-0.371461182832718,0.208564925613222,0.198160257932723,0.129085585474968,0.913603002329667,-0.889122251135531,-0.0392425024013695
AH9.6,0.857515335083008,-0.0771969109773636,0.183984948418568,0.0971228720138516,0.45580581103762,1.30058445731799,-0.341236680308645,0.11393602589069
B0001.2,0.841045081615448,-0.079842783510685,0.120470771011885,0.064579893204502,0.588978903988997,1.05987441440423,-0.229901245433291,0.0252543522946329
B0035.8,4.54809999465942,0.655220568180084,0.495676841670312,0.0478414651376841,3.64350914955139,5.61690202951431,0.561519864459053,0.749492673838772
B0035.16,0.263538956642151,-0.616582274436951,0.107398533452622,0.185988613123639,0.0936218500137329,0.507677916189034,-1.02862278125154,-0.294514620882356
B0047.4,1.02829015254974,0.000747598358429968,0.231812873342239,0.100762577877682,0.611652931571007,1.50102877616882,-0.213496285524567,0.176389018167012
B0222.9,0.511666476726532,-0.298356175422668,0.0931455327846238,0.080808564591081,0.345387309789658,0.715632557868958,-0.461693623310461,-0.145309909327161
B0222.15,0.596661448478699,-0.263535618782043,0.238649123398242,0.194475574262717,0.206282049417496,1.10003888607025,-0.68553856251698,0.0414080376193491
B0284.1,0.539200901985168,-0.286773800849915,0.146658380792072,0.13346265389372,0.24165851585567,0.810427624980609,-0.616801356093082,-0.0912858723506175
B0304.2,1.62142670154572,0.204770371317863,0.246855397291193,0.0672977055167788,1.15436220169067,2.14371274113655,0.0623420978273661,0.331166548859523
B0348.10,0.678671360015869,-0.215879157185555,0.305470560756302,0.211951617240113,0.195101365447044,1.43476128578186,-0.709739691117827,0.156779649577566
B0414.1,0.227399170398712,-0.672623813152313,0.0809972743566242,0.165256661519611,0.0958342064172029,0.424292325973511,-1.01850266953356,-0.372334823094326
B0432.9,0.768737733364105,-0.133247584104538,0.218496942604594,0.132916711145302,0.402634590864182,1.26482379436493,-0.395088917037744,0.102030027120379
B0454.2,0.707804024219513,-0.162811949849129,0.169459854861153,0.106438028453819,0.418873046586911,1.02248752117157,-0.377918189836089,0.00965801641590905
B0464.8,0.631059288978577,-0.213189244270325,0.151141225679739,0.110322821933897,0.346605835109949,0.936438883841038,-0.460164172252728,-0.0285211741685352
B0495.1,0.224034324288368,-0.684600293636322,0.0882725576324327,0.178270735852716,0.0956533625721931,0.421673357486725,-1.01929975829868,-0.375023838069856
B0495.6,0.918934464454651,-0.0745835602283478,0.357956991214846,0.191737229421186,0.292042464017868,1.75040328502655,-0.534553995990567,0.243138119705648
B0507.11,0.203703328967094,-0.734150230884552,0.0890609546577503,0.202081531011927,0.0632350462178389,0.413854330778122,-1.19904337899844,-0.383152495767297
B0554.4,0.422146111726761,-0.396973580121994,0.129896320988592,0.145691084172474,0.209839380159974,0.730485587815443,-0.678114522465531,-0.136392536745491
