GeneTag,PHI,log10.PHI,Std.Error,log10.Std.Error,0.025,0.975,log10.0.025,log10.0.975,,
W02B3.7,0.573250175,-0.251975775,2.27E-05,2.03E-05,0.331832909,0.781297022,-0.479080567,-0.107183831,,
elf-1,0.830723047,-0.085258476,2.22E-05,1.38E-05,0.610280914,1.029387116,-0.21447023,0.012578728,,
C24A1.3,0.756918192,-0.12667346,1.90E-05,1.70E-05,0.581530813,0.900443152,-0.235427269,-0.045543704,,
C24A1.3,0.879174709,-0.058621753,1.75E-05,1.05E-05,0.721531989,1.036583174,-0.141744418,0.015604155,,
elf-1,0.689051688,-0.169752419,2.26E-05,1.89E-05,0.451401557,0.886454542,-0.345437092,-0.052343536,,
flp-24,1.677254319,0.217576981,6.10E-05,1.56E-05,1.145070043,2.342559608,0.058832052,0.36969065,,
pat-12,1.789280057,0.250896752,3.29E-05,7.95E-06,1.585935147,2.241755962,0.200285423,0.350588334,,
pat-12,1.877364993,0.271627128,3.76E-05,7.97E-06,1.655245216,2.396131406,0.218862341,0.379510556,,
pat-12,1.838896632,0.262685299,3.60E-05,7.93E-06,1.6199839,2.318361773,0.209510698,0.365181205,,
pat-12,1.860920072,0.267879188,3.64E-05,7.84E-06,1.647041358,2.396151898,0.216704502,0.379514294,,
pat-12,1.823221445,0.259004861,3.53E-05,7.86E-06,1.60907415,2.314333117,0.206576056,0.36442587,,
pat-12,1.882243752,0.27219072,4.39E-05,8.95E-06,1.612567889,2.4331623,0.207518006,0.386171058,,
pat-12,1.914056063,0.279490709,4.39E-05,8.98E-06,1.652923104,2.501207451,0.218252647,0.398149711,,
pat-12,1.87372148,0.270419985,4.15E-05,8.63E-06,1.61880403,2.419959074,0.209194263,0.383808012,,
pat-12,1.953308225,0.288300097,4.51E-05,8.95E-06,1.675697061,2.538546177,0.224195508,0.404584935,,
pat-12,1.91341579,0.27918905,4.63E-05,9.15E-06,1.638042252,2.472245812,0.214325097,0.393091649,,
pat-12,1.808611155,0.254898399,4.15E-05,8.92E-06,1.538993195,2.325103082,0.187236699,0.366442187,,
pat-12,1.209076285,0.058465648,8.37E-05,2.92E-05,0.56252348,2.068621612,-0.249859353,0.315681052,,
pat-12,0.884769261,-0.055116851,1.57E-05,8.65E-06,0.736121179,1.028799412,-0.133050723,0.012330707,,
T17H7.1,1.279242039,0.105117761,2.42E-05,7.90E-06,1.083141417,1.555148494,0.034685139,0.191771863,,
T17H7.7,0.923669219,-0.037368085,2.02E-05,1.04E-05,0.7317042,1.114210989,-0.135664453,0.046967433,,
nlp-52,1.550962329,0.18326892,5.80E-05,1.59E-05,1.066777161,2.164364608,0.028073687,0.335330269,,
ptl-1,0.887308598,-0.056714788,2.27E-05,1.45E-05,0.671056464,1.085047815,-0.173240939,0.035448877,,
ptl-1,0.966527224,-0.020268859,2.51E-05,1.62E-05,0.739059295,1.18989246,-0.131320746,0.075507712,,
ptl-1,0.958983004,-0.024480226,2.47E-05,1.83E-05,0.74539259,1.164739062,-0.127614929,0.066228641,,
ptl-1,1.069088697,0.02461971,2.85E-05,1.30E-05,0.79857037,1.338739055,-0.097686847,0.126695932,,
tpst-2,0.554202199,-0.268282264,2.39E-05,2.17E-05,0.307629749,0.778608787,-0.511971682,-0.108680699,,
cyn-6,1.934039831,0.282971144,5.30E-05,1.07E-05,1.56858292,2.552122863,0.195507462,0.406901576,,
alh-11,0.99627322,-0.003588762,1.78E-05,8.71E-06,0.829146926,1.159315444,-0.081368506,0.064201613,,
alh-11,0.991106749,-0.006153647,1.94E-05,9.18E-06,0.808035457,1.175973654,-0.092569589,0.070397592,,
dagl-2,0.670262694,-0.181139216,2.01E-05,1.87E-05,0.451923426,0.830369361,-0.344935148,-0.080728694,,
dagl-2,0.668841422,-0.18127957,1.98E-05,1.70E-05,0.445241421,0.824053465,-0.351404584,-0.084044616,,
dagl-2,0.665112197,-0.183899,1.97E-05,1.74E-05,0.444844466,0.823447082,-0.351791808,-0.084364306,,
ppm-1.G,1.160715938,0.062880971,2.15E-05,8.02E-06,0.966860766,1.379024727,-0.014636075,0.139572053,,
ppm-1.G,1.089139819,0.035087533,2.10E-05,8.33E-06,0.894640263,1.300614811,-0.048351562,0.114148695,,
snt-2,1.15824914,0.060697906,2.52E-05,1.13E-05,0.933768781,1.401164544,-0.029760674,0.146489132,,
rps-29,2.985344648,0.465837747,0.000146369,1.68E-05,2.137591954,4.520301855,0.329924774,0.655167344,,
trpp-11,0.998035908,-0.00312585,1.56E-05,1.10E-05,0.873376686,1.12948747,-0.058798406,0.052881417,,
trpp-11,1.073244333,0.029015958,1.72E-05,8.23E-06,0.92725603,1.231266255,-0.032800348,0.090351977,,
trpp-11,1.327713966,0.120441884,2.92E-05,9.71E-06,1.077140681,1.649635524,0.032272408,0.217387999,,
trpp-11,1.171089172,0.058836263,4.82E-05,1.89E-05,0.709562822,1.653606979,-0.149009841,0.218432271,,
trpp-11,1.107291937,0.029538412,5.07E-05,2.59E-05,0.638284868,1.606791531,-0.194985451,0.205959468,,
daf-7,1.921749592,0.281275392,4.34E-05,8.93E-06,1.638740425,2.471871634,0.214510166,0.393025797,,
dac-1,0.859276175,-0.071245007,2.37E-05,1.51E-05,0.627494885,1.068332293,-0.202389812,0.028706278,,
dac-1,0.766601741,-0.122362912,2.52E-05,1.66E-05,0.513487847,0.997672617,-0.289469942,-0.001011947,,
clec-149,0.765807092,-0.124032639,2.59E-05,1.87E-05,0.502707998,0.994421663,-0.298684408,-0.002429424,,
ceeh-1,0.797504246,-0.103517652,2.23E-05,1.46E-05,0.57046723,0.991840751,-0.243769387,-0.003558062,,
zip-2,1.322958827,0.118611537,2.90E-05,1.07E-05,1.075356325,1.618242022,0.031552392,0.209043405,,
dos-3,0.672124386,-0.180923089,2.02E-05,2.09E-05,0.467219059,0.828956636,-0.330479553,-0.0814682,,
K02F3.9,1.087071657,0.030672189,3.39E-05,1.42E-05,0.762086269,1.423505665,-0.117995885,0.153359193,,
far-8,1.355401516,0.129008174,3.24E-05,1.04E-05,1.079426017,1.69271636,0.033192872,0.228584187,,
K02F3.2,1.152305007,0.060244493,1.80E-05,6.81E-06,0.996880966,1.346911184,-0.001356698,0.129338959,,
K02F3.2,1.156244874,0.061791942,1.76E-05,6.64E-06,1.002745713,1.342141662,0.001190813,0.127798342,,
moma-1,1.195608974,0.073968887,3.08E-05,1.13E-05,0.908090708,1.506986691,-0.041870785,0.178109411,,
rnp-5,1.876345515,0.270472646,4.62E-05,9.63E-06,1.570593449,2.4963904,0.196063781,0.397312399,,
tag-51,0.781519294,-0.111911841,2.09E-05,1.41E-05,0.5695793,0.964961107,-0.244446144,-0.015490201,,
K02F3.12,0.82774806,-0.084984809,1.79E-05,1.05E-05,0.6473315,0.982743446,-0.188873304,-0.007559845,,
K02F3.12,0.838712096,-0.079173014,1.81E-05,1.02E-05,0.663469625,1.003010728,-0.178178957,0.001305578,,
exos-4.2,0.933095098,-0.034817141,2.69E-05,1.31E-05,0.666005691,1.196564389,-0.176522064,0.077936073,,
arx-4,1.286939502,0.106456019,2.91E-05,1.09E-05,1.035639417,1.582557617,0.015208568,0.199359465,,
T24C4.2,1.114176154,0.044713363,2.27E-05,8.83E-06,0.903951215,1.349251293,-0.043855007,0.130092843,,
T24C4.3,0.65502888,-0.197573438,3.04E-05,2.35E-05,0.3438296,0.946771329,-0.463657377,-0.023754906,,
T24C4.4,0.874693573,-0.065737657,3.17E-05,1.66E-05,0.566440765,1.194676087,-0.246845943,0.077250171,,
T24C4.8,0.642276824,-0.204630479,2.86E-05,2.18E-05,0.357695041,0.919139855,-0.44648768,-0.036618408,,
T24C4.5,1.128754854,0.049879514,2.54E-05,9.73E-06,0.893934496,1.382937543,-0.048694309,0.140802566,,
ucr-2.3,1.223462343,0.085491948,2.49E-05,8.43E-06,1.016624208,1.495088625,0.007160441,0.174666927,,
zer-1,0.876639843,-0.059392322,1.64E-05,9.25E-06,0.727173943,1.01543042,-0.138361974,0.00665017,,
zer-1,0.887530744,-0.053874101,1.61E-05,8.88E-06,0.734386397,1.028570596,-0.134075425,0.012234103,,
ztf-18,0.700299621,-0.158903822,1.76E-05,1.29E-05,0.506136279,0.843398196,-0.295732778,-0.073967467,,
F23H11.2,0.717892587,-0.148411825,1.77E-05,1.39E-05,0.535771196,0.859288879,-0.271020668,-0.06586081,,
sucl-2,1.667441607,0.219591796,3.77E-05,9.01E-06,1.399633377,2.12228412,0.146014287,0.32680352,,
F23H11.4,0.760609746,-0.122747131,1.71E-05,1.32E-05,0.594807663,0.89653296,-0.225623698,-0.047433755,,
F23H11.4,0.765226543,-0.119782321,1.85E-05,1.16E-05,0.573526046,0.933969837,-0.241446855,-0.029667154,,
crls-1,0.933279872,-0.034968693,2.67E-05,1.38E-05,0.680720839,1.180171566,-0.167030954,0.071945147,,
crls-1,0.962978601,-0.021400459,2.83E-05,1.35E-05,0.689795433,1.234152475,-0.161279685,0.091368792,,
F23H11.5,2.505576611,0.394186497,7.99E-05,1.24E-05,1.960709974,3.488309695,0.292413356,0.542615021,,
bra-2,0.934091866,-0.035826039,2.99E-05,1.53E-05,0.637654405,1.217590713,-0.195414666,0.0855013,,
F23H11.6,0.61579448,-0.220598191,2.42E-05,2.00E-05,0.358403345,0.838326415,-0.445629034,-0.076586859,,
F23H11.7,0.694549143,-0.165792659,2.43E-05,1.68E-05,0.444007325,0.92064479,-0.352610609,-0.035907908,,
pef-1,0.583889008,-0.244734809,2.03E-05,2.37E-05,0.362810092,0.743740565,-0.440320721,-0.128578534,,
pef-1,0.601265371,-0.228309885,1.92E-05,1.76E-05,0.37938184,0.755046501,-0.420926047,-0.122026302,,
pef-1,0.551347733,-0.269477814,2.03E-05,2.27E-05,0.310521871,0.722305706,-0.507907829,-0.141278958,,
fbxa-55,0.538814187,-0.281046212,2.31E-05,2.26E-05,0.280122219,0.746164745,-0.552652471,-0.127165283,,
fbxa-55,0.564631522,-0.259656847,2.28E-05,2.20E-05,0.315361141,0.769173137,-0.501191825,-0.113975892,,
fbxa-56,0.552372813,-0.270738006,2.50E-05,2.25E-05,0.299075446,0.795738817,-0.524219444,-0.099229463,,
fbxa-22,0.713126719,-0.156763971,2.86E-05,1.95E-05,0.428642619,0.983559529,-0.367904721,-0.007199354,,
fbxa-59,0.60181433,-0.230391815,2.32E-05,2.00E-05,0.358342218,0.820424195,-0.445702066,-0.085961558,,
T12B5.9,1.647904158,0.214599386,3.34E-05,9.25E-06,1.381958358,2.039156926,0.140494952,0.309450647,,
fbxa-60,0.681292236,-0.172905371,2.17E-05,1.54E-05,0.45389314,0.882419942,-0.343046382,-0.054324754,,
fbxa-23,0.503026545,-0.312234879,2.33E-05,2.34E-05,0.259731555,0.721789495,-0.585476842,-0.141589449,,
fbxa-67,0.663921535,-0.18639645,2.41E-05,1.83E-05,0.403664679,0.888605569,-0.393979465,-0.051290979,,
fbxa-11,0.70227468,-0.161740884,2.45E-05,1.84E-05,0.452589642,0.929184385,-0.344295455,-0.031898101,,
fbxa-10,0.671615124,-0.181940362,2.35E-05,2.01E-05,0.424991581,0.875409748,-0.37161973,-0.057788645,,
T12B5.15,0.996479511,-0.013304602,4.50E-05,2.09E-05,0.575717431,1.44768564,-0.23979072,0.160674172,,
T12B5.14,0.678773463,-0.182539374,3.33E-05,2.31E-05,0.357629734,1.011821517,-0.446566416,0.005103906,,
fbxa-54,0.49205634,-0.321561784,2.19E-05,2.37E-05,0.251068978,0.692657606,-0.60020696,-0.159481393,,
fbxa-70,0.407892466,-0.404872656,2.00E-05,2.48E-05,0.203421056,0.590235348,-0.691604096,-0.228974796,,
fbxa-51,0.588172793,-0.24103865,2.32E-05,2.08E-05,0.342585412,0.797451257,-0.465231745,-0.098295903,,
R06B10.1,0.987153113,-0.054410718,9.72E-05,4.20E-05,0.33232215,2.210088489,-0.47844071,0.344409661,,
R06B10.2,0.931958497,-0.03187906,1.37E-05,6.85E-06,0.801896289,1.061469698,-0.095881799,0.0259076,,
tbc-10,0.937573731,-0.034737255,2.49E-05,1.91E-05,0.718540932,1.138907913,-0.143548534,0.056488607,,
trp-2,1.246972919,0.090785153,2.33E-05,1.85E-05,1.101877233,1.432968563,0.042133209,0.156236662,,
trp-2,1.304171443,0.109654188,2.52E-05,1.99E-05,1.153111725,1.507394042,0.061871388,0.178226767,,
R06B10.7,0.6576823,-0.207219675,4.58E-05,3.03E-05,0.297366541,1.139729197,-0.526707949,0.056801669,,
clec-150,1.338877082,0.123223767,2.85E-05,1.31E-05,1.103974375,1.613831195,0.042958974,0.207858106,,
Y34F4.6,0.965490401,-0.020063408,2.80E-05,1.32E-05,0.702438385,1.240157141,-0.153391904,0.093476717,,
Y34F4.6,0.914134204,-0.051071528,3.85E-05,2.26E-05,0.544246559,1.28589491,-0.26420646,0.109205445,,
Y34F4.2,1.08884871,0.032784585,2.91E-05,1.24E-05,0.81938483,1.374871736,-0.086512107,0.138262174,,
Y34F4.2,1.115471005,0.043501087,2.96E-05,1.19E-05,0.835680622,1.413552489,-0.077959932,0.15031194,,
Y34F4.3,1.308786154,0.111465976,4.12E-05,1.38E-05,0.925731418,1.738509006,-0.033514998,0.240176872,,
Y34F4.1,1.074279785,0.025322804,3.17E-05,1.54E-05,0.791723301,1.37638231,-0.101426575,0.138739068,,
Y34F4.1,1.078968406,0.024081692,4.27E-05,1.80E-05,0.673545262,1.511691451,-0.171633229,0.179463134,,
Y34F4.4,0.85261476,-0.074864715,2.62E-05,1.44E-05,0.581903931,1.110132781,-0.23514872,0.045374926,,
Y34F4.5,1.793733954,0.25061065,4.49E-05,1.03E-05,1.446199078,2.328199701,0.16022808,0.367020203,,
Y34F4.5,1.739331007,0.237660065,3.99E-05,9.65E-06,1.412410068,2.227154162,0.149960802,0.34775025,,
E_BE45912.2,1.180405498,0.066571385,3.20E-05,1.56E-05,0.893902392,1.477687159,-0.04870991,0.169582497,,
chin-1,1.294844151,0.108800329,2.64E-05,1.30E-05,1.086758376,1.545055772,0.036132977,0.188944156,,
BE0003N10.1,1.499932885,0.173102096,2.61E-05,1.29E-05,1.327420907,1.775181627,0.123008654,0.249242785,,
BE0003N10.3,1.487964749,0.16893582,2.78E-05,1.44E-05,1.309035029,1.76599328,0.116951268,0.246988949,,
BE0003N10.3,1.457321048,0.158726022,2.83E-05,1.80E-05,1.273395023,1.725674136,0.104963138,0.236958772,,
BE0003N10.6,1.37980926,0.13747409,2.73E-05,9.43E-06,1.158951116,1.672121451,0.064065109,0.223267795,,
BE0003N10.6,1.268320918,0.099123128,3.08E-05,1.32E-05,1.002152361,1.560354215,0.000933742,0.193223196,,
BE0003N10.6,1.246074915,0.091282263,3.12E-05,1.33E-05,0.978647652,1.545261973,-0.009373642,0.189002114,,
BE0003N10.6,1.125430465,0.044923168,3.60E-05,1.58E-05,0.782681178,1.469814116,-0.106415123,0.167262412,,
BE0003N10.6,0.928625286,-0.056152422,6.18E-05,2.96E-05,0.425097757,1.575533367,-0.371511416,0.197426928,,
uaf-1,1.400227666,0.144387543,2.58E-05,7.93E-06,1.190187828,1.697233839,0.075615504,0.229741675,,
uaf-1,1.367349625,0.133961663,2.55E-05,8.27E-06,1.157960497,1.656654498,0.063693704,0.219231928,,
uaf-1,1.377957106,0.137164012,2.63E-05,8.72E-06,1.165331392,1.651665727,0.066449435,0.217922153,,
uaf-1,1.693583608,0.224938139,4.65E-05,1.15E-05,1.312107054,2.198315161,0.117969269,0.342089955,,
rab-18,1.334209085,0.121349134,3.36E-05,1.22E-05,1.027305955,1.664389324,0.0116998,0.221254921,,
rab-18,1.206033945,0.075811118,3.42E-05,1.54E-05,0.897448813,1.532401133,-0.046990313,0.18537245,,
kbp-4,1.461848855,0.159654096,4.45E-05,1.38E-05,1.044659208,1.925325459,0.01897462,0.284504151,,
par-2,1.561933756,0.191491812,2.79E-05,9.59E-06,1.362336474,1.87805188,0.134284383,0.273707584,,
par-2,1.377454042,0.136507809,2.85E-05,9.86E-06,1.136013262,1.680921465,0.055383399,0.225547423,,
par-2,0.848779082,-0.085905515,4.17E-05,2.39E-05,0.457496518,1.277968309,-0.339612232,0.106520072,,
exc-6,1.092146635,0.034774695,2.00E-05,1.39E-05,0.94441879,1.245669099,-0.024835391,0.095402691,,
F58B6.1,1.056101561,0.019808292,2.64E-05,1.23E-05,0.808705958,1.306356495,-0.09220946,0.116061706,,
acsd-1,1.098069191,0.036435559,2.51E-05,1.41E-05,0.885921074,1.317859477,-0.05260497,0.119869104,,
acsd-1,1.163912654,0.062132582,2.62E-05,1.31E-05,0.937536718,1.410392148,-0.028011715,0.149339881,,
lgc-46,0.98114866,-0.012620861,2.24E-05,1.45E-05,0.785876992,1.171034725,-0.104645563,0.068569763,,
smr-1,1.584292769,0.196248636,3.60E-05,1.25E-05,1.305035443,1.952707274,0.115622306,0.290637136,,
cdh-12,1.388764262,0.140844002,1.85E-05,9.89E-06,1.292141238,1.595755272,0.111309987,0.202966271,,
eak-3,1.369749546,0.132985458,3.48E-05,1.15E-05,1.050552457,1.735770941,0.021417742,0.239492413,,
Y119D3B.13,1.629838943,0.208964989,3.71E-05,1.11E-05,1.331698556,2.036183546,0.124405929,0.308816907,,
Y119D3B.14,1.270687103,0.100974783,2.26E-05,1.29E-05,1.108703256,1.473436034,0.044815323,0.168331201,,
dss-1,1.536662459,0.17993246,5.48E-05,1.52E-05,1.059309031,2.122044347,0.025022672,0.326754404,,
mrpl-45,1.223793507,0.084430985,2.63E-05,1.19E-05,0.992748109,1.465591767,-0.003160936,0.166013003,,
Y119D3B.12,1.394758582,0.137614802,3.68E-05,1.97E-05,1.10177838,1.729779208,0.042094005,0.237990671,,
Y119D3B.12,1.303554893,0.111774802,2.84E-05,1.19E-05,1.066507906,1.57306591,0.027964035,0.196746919,,
orc-3,1.29874599,0.110739194,2.32E-05,1.17E-05,1.126611284,1.504318168,0.051774095,0.177339683,,
Y119D3B.21,1.7101053,0.224537328,6.76E-05,1.73E-05,1.104720394,2.439330816,0.043252317,0.387270698,,
pes-4,1.188617706,0.070179731,2.77E-05,1.57E-05,0.962981878,1.421067908,-0.016381886,0.152614821,,
fbxa-21,0.579984009,-0.24821648,2.47E-05,2.14E-05,0.315570245,0.806805208,-0.500904567,-0.093231317,,
fbxa-61,0.633876979,-0.206091017,2.30E-05,1.75E-05,0.391652603,0.842700201,-0.407098986,-0.074326903,,
fbxa-63,0.630125582,-0.20878543,2.26E-05,1.79E-05,0.386163221,0.83742009,-0.413229205,-0.077056627,,
fbxa-76,0.771123946,-0.121407203,2.67E-05,1.92E-05,0.49272468,1.009256451,-0.307396243,0.004001534,,
fbxa-77,0.716916919,-0.151879162,2.45E-05,1.69E-05,0.465238471,0.93923501,-0.332324592,-0.027225727,,
fbxa-91,0.79646641,-0.104750283,2.51E-05,1.48E-05,0.536030617,1.034042011,-0.270810535,0.014538182,,
srz-8,0.365855813,-0.453545302,1.87E-05,2.59E-05,0.171006276,0.54650951,-0.766988581,-0.262402277,,
fbxa-78,0.930351853,-0.036321227,2.58E-05,1.41E-05,0.68569821,1.169290777,-0.163867043,0.067922518,,
fbxa-208,0.654306769,-0.203332514,3.53E-05,2.82E-05,0.317948813,0.997718905,-0.497642943,-0.000991895,,
fbxa-92,0.824665308,-0.090047613,2.68E-05,1.54E-05,0.568439335,1.079975802,-0.245315879,0.033414022,,
srz-9,0.365218729,-0.456250817,1.88E-05,2.87E-05,0.167894811,0.545094573,-0.774962739,-0.263528185,,
fbxa-151,0.938966393,-0.031637989,2.52E-05,1.26E-05,0.693416092,1.173782721,-0.159006085,0.069587704,,
fbxa-32,0.507259548,-0.308770299,2.27E-05,2.42E-05,0.250170306,0.714638724,-0.601764325,-0.145913455,,
fbxa-31,0.566988647,-0.258851022,2.32E-05,2.36E-05,0.304093359,0.770941449,-0.516995484,-0.112978606,,
fbxa-29,0.514447093,-0.301736087,2.23E-05,2.34E-05,0.26335282,0.711554673,-0.57946203,-0.147791725,,
fbxa-30,0.554188251,-0.266931146,2.26E-05,2.03E-05,0.307731664,0.761405676,-0.511828331,-0.118383891,,
ZC47.11,0.603159726,-0.231810376,2.37E-05,2.44E-05,0.352603701,0.809995921,-0.452713984,-0.091517198,,
ZC47.8,0.589240611,-0.240539283,2.43E-05,2.05E-05,0.326414135,0.814762845,-0.48623173,-0.088968819,,
fbxa-33,0.50641197,-0.308665693,2.23E-05,2.32E-05,0.263039264,0.714867398,-0.579979444,-0.145774593,,
fbxa-34,0.54721725,-0.272478342,2.23E-05,2.04E-05,0.304493691,0.753532229,-0.516423201,-0.122898168,,
fbxa-37,0.555438459,-0.266605288,2.28E-05,2.13E-05,0.303695508,0.766875885,-0.517562208,-0.115274919,,
fbxa-50,0.654723942,-0.191918105,2.33E-05,1.75E-05,0.402294721,0.864688247,-0.395455674,-0.063140468,,
fbxa-49,0.992668629,-0.050438926,9.45E-05,4.19E-05,0.352588164,2.166082424,-0.452734724,0.335674961,,
fbxa-36,0.655387282,-0.192222789,2.37E-05,1.87E-05,0.390767837,0.868204355,-0.40808119,-0.06137804,,
fbxa-35,0.608257353,-0.227476537,2.42E-05,2.24E-05,0.334045247,0.817928393,-0.476194704,-0.087284728,,
fbxa-28,0.529979289,-0.288168788,2.32E-05,2.22E-05,0.286040702,0.745860991,-0.54357227,-0.127342106,,
fbxa-75,0.882268071,-0.058911834,2.38E-05,1.31E-05,0.649675547,1.107873962,-0.18730348,0.044490345,,
fbxa-79,0.75451827,-0.129283816,2.44E-05,1.67E-05,0.502137749,0.974755787,-0.299177137,-0.011104184,,
Y82E9BL.12,1.047274828,0.016627973,2.49E-05,1.14E-05,0.811500408,1.274640493,-0.090711273,0.105387668,,
fbxa-20,0.709668338,-0.156548545,2.52E-05,1.69E-05,0.456573397,0.947974076,-0.340489397,-0.023204722,,
fbxa-80,0.926612794,-0.036833066,2.37E-05,1.16E-05,0.698342,1.161521393,-0.155931916,0.065027207,,
fbxa-19,0.595041871,-0.234938934,2.28E-05,1.93E-05,0.339718968,0.794397469,-0.468880314,-0.099962153,,
fbxa-15,0.662180245,-0.187906429,2.41E-05,1.91E-05,0.412939068,0.888026447,-0.384114684,-0.051574153,,
fbxa-14,0.699307501,-0.163098559,2.40E-05,1.76E-05,0.445927295,0.91632838,-0.350736054,-0.037948863,,
Y82E9BL.18,0.767593861,-0.122529104,2.51E-05,1.83E-05,0.525774932,0.99752976,-0.279200202,-0.001074141,,
Y82E9BL.19,0.814093828,-0.096497849,2.73E-05,1.68E-05,0.539156642,1.068031441,-0.268285042,0.028584023,,
Y82E9BL.9,1.413946509,0.146921605,3.59E-05,1.11E-05,1.102233434,1.813652024,0.042273579,0.258553965,,
fbxa-5,0.813105822,-0.095949307,2.40E-05,1.60E-05,0.572924949,1.021766042,-0.241902468,0.009351464,,
fbxa-26,0.511460602,-0.303863853,2.20E-05,2.28E-05,0.255855729,0.70627599,-0.592005551,-0.151025562,,
fbxa-27,0.513496995,-0.301201463,2.18E-05,2.16E-05,0.275511124,0.717963334,-0.559860997,-0.143897741,,
Y82E9BL.6,0.529161513,-0.289531738,2.33E-05,2.33E-05,0.282327748,0.739733222,-0.549248497,-0.130924878,,
Y82E9BL.5,0.811940491,-0.095923617,2.49E-05,1.41E-05,0.56719906,1.049268376,-0.24626451,0.020886581,,
fbxa-25,0.486978948,-0.325830162,2.21E-05,2.30E-05,0.248791607,0.700224932,-0.604164334,-0.15476243,,
Y82E9BL.3,0.729071021,-0.144487321,2.49E-05,1.66E-05,0.476124641,0.96137877,-0.322279343,-0.017105482,,
Y82E9BL.2,0.750575364,-0.132108346,2.66E-05,1.67E-05,0.482992085,1.00410657,-0.316060199,0.00177978,,
Y82E9BL.1,0.649585545,-0.200526625,3.05E-05,2.23E-05,0.354336859,0.950168569,-0.450583967,-0.02219934,,
Y82E9BR.8,0.837380469,-0.083019204,2.42E-05,1.60E-05,0.597130385,1.049752767,-0.223930876,0.021087027,,
Y82E9BR.9,0.752811849,-0.135601893,3.26E-05,2.23E-05,0.427276577,1.065574765,-0.369291174,0.027583914,,
Y82E9BR.7,0.871963859,-0.062559336,1.94E-05,1.08E-05,0.683595288,1.053393822,-0.165200942,0.022590764,,
Y82E9BR.20,1.957473636,0.28268832,8.11E-05,1.77E-05,1.283240398,2.819190878,0.108307976,0.45012445,,
Y82E9BR.10,0.642912209,-0.206658006,3.15E-05,2.38E-05,0.330483753,0.954415019,-0.48084997,-0.020262737,,
pals-40,0.977114737,-0.016095562,3.01E-05,1.55E-05,0.690968919,1.267657363,-0.160541653,0.103001847,,
pals-21,1.167378783,0.062942587,3.20E-05,1.24E-05,0.86969244,1.496139221,-0.060634307,0.174972001,,
Y82E9BR.6,1.416132927,0.139957637,6.30E-05,2.00E-05,0.829874828,2.087695799,-0.080987409,0.319667216,,
fbxa-138,0.447567731,-0.363223195,2.11E-05,2.35E-05,0.229711473,0.648765719,-0.63881752,-0.187912112,,
pals-20,0.913129091,-0.046257738,2.58E-05,1.83E-05,0.680712955,1.133359362,-0.167035985,0.054367635,,
Y82E9BR.5,1.597436666,0.193516955,6.84E-05,1.87E-05,0.997869173,2.341599907,-0.000926501,0.369512622,,
pals-17,0.704326093,-0.160940245,2.63E-05,1.83E-05,0.436664133,0.952643896,-0.359852601,-0.021069476,,
pals-16,0.897175491,-0.054187596,2.63E-05,1.83E-05,0.656744711,1.121832556,-0.182603446,0.049928028,,
pals-19,0.87849617,-0.06266734,2.72E-05,1.62E-05,0.610491047,1.132906079,-0.214320719,0.054193907,,
pals-19,0.863255382,-0.06965974,2.66E-05,1.48E-05,0.591671574,1.111671999,-0.227920462,0.045976588,,
pals-18,0.69242388,-0.169211939,2.60E-05,1.98E-05,0.424081288,0.933075208,-0.372550893,-0.03008335,,
Y82E9BR.22,1.389869452,0.135788009,5.03E-05,1.59E-05,0.9319983,1.901008367,-0.030584897,0.278984021,,
Y82E9BR.14,1.433313012,0.153059736,3.36E-05,1.12E-05,1.136878192,1.786434241,0.055713917,0.251987029,,
Y82E9BR.14,0.89749217,-0.051582098,2.42E-05,1.34E-05,0.660935076,1.117963018,-0.179841203,0.048427434,,
elc-1,2.138072252,0.326211631,5.88E-05,1.14E-05,1.677752769,2.856293966,0.224727957,0.455802901,,
Y82E9BR.3,3.931707144,0.587791264,0.000171916,1.41E-05,3.130818091,5.757112682,0.495657831,0.760204722,,
Y82E9BR.16,1.503200054,0.17511192,2.57E-05,8.81E-06,1.309632892,1.795472018,0.11714957,0.254178616,,
Y82E9BR.16,1.860942006,0.265481532,5.17E-05,1.24E-05,1.455760053,2.448232841,0.163089796,0.388852347,,
Y82E9BR.2,1.15583241,0.060649663,2.13E-05,9.58E-06,0.974417928,1.35571244,-0.011254734,0.132167577,,
Y82E9BR.17,0.81598711,-0.092605405,2.06E-05,1.32E-05,0.618881646,0.993585606,-0.208392402,-0.002794715,,
Y82E9BR.17,0.712245166,-0.162396759,3.56E-05,2.39E-05,0.376726295,1.064914619,-0.423974108,0.027314779,,
Y82E9BR.1,0.958413064,-0.022264421,2.09E-05,1.34E-05,0.774680637,1.13485531,-0.110877299,0.054940493,,
Y82E9BR.18,1.146936417,0.057330992,1.82E-05,1.05E-05,1.011659933,1.304893224,0.005034534,0.115574974,,
Y82E9BR.19,1.165392041,0.064641953,2.14E-05,8.00E-06,0.972951049,1.389744549,-0.011909034,0.142934959,,
ave-1,1.149645567,0.0527284,4.20E-05,1.70E-05,0.745105982,1.561397225,-0.12778204,0.193513386,,
M01G5.1,1.080111146,0.030602949,1.91E-05,1.21E-05,0.936626609,1.233190139,-0.028433509,0.091030041,,
M01G5.3,1.50862813,0.176112548,2.93E-05,1.01E-05,1.280389112,1.82253596,0.107341957,0.260676103,,
