isoform.ID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
AC3.12,0.0125414216890931,-2.49315309524536,0.0194409540689361,0.877618482040936,2.9366897433647e-05,0.0660323241725564,-4.53265356301584,-1.18024668304052
AC8.10,0.0621065273880959,-1.30257785320282,0.0304445785996128,0.381346991974353,0.0044978012641271,0.123118093299369,-2.34701398839166,-0.909678294348732
AH9.3,0.0518272966146469,-1.54208266735077,0.0375630355565107,0.686893542441229,0.000401159647056678,0.132981910308202,-3.39668338184219,-0.876208953421928
AH9.4,0.0160058941692114,-2.24807548522949,0.0184012155019963,0.805962117866745,7.04454312047649e-05,0.0650398045778274,-4.15286234338472,-1.18682631699158
AH9.6,0.0775020942091942,-1.20764601230621,0.0369917454587392,0.39187504073269,0.00390860021385985,0.149936839938164,-2.40798524038961,-0.82409164656367
AH10.1,0.265249311923981,-0.578459799289703,0.0260937696017117,0.0430147902422088,0.216607924178243,0.319730281829834,-0.664327785468075,-0.495216229512488
B0001.2,0.0678955465555191,-1.18575549125671,0.0180207526245588,0.129859821894848,0.0307178145119299,0.10340017080307,-1.5126276487369,-0.985478743845852
B0035.8,0.674019634723663,-0.173946291208267,0.0740418867858789,0.0478148075946243,0.542083281775316,0.820613945523898,-0.26593432180302,-0.0858611147243402
B0035.16,0.00391239440068603,-2.86338067054749,0.00543281766457545,0.782597143279725,1.87282814143449e-05,0.0201880093663931,-4.72774697558969,-1.69492587619649
B0047.4,0.0943950265645981,-1.10753905773163,0.0426657925794433,0.354733597704887,0.00807690056972206,0.174469873309135,-2.09320096663346,-0.75827955429315
B0205.7,0.262251734733582,-0.584750056266785,0.0326897966524444,0.0554097056950406,0.196596579129497,0.32263071835041,-0.706425330749177,-0.491295455909361
B0205.11,0.0124472491443157,-2.41130256652832,0.0168528697069895,0.844510653912481,4.46473378360679e-05,0.066413447757562,-4.3502611938338,-1.17776525970677
B0207.1,0.00960320699959993,-2.47658944129944,0.01195498674926,0.782052467203184,4.80088972532637e-05,0.0421352157369256,-4.31872902382798,-1.37535518855491
B0213.4,0.313947588205338,-0.523024559020996,0.0903348200599517,0.137178798227943,0.141860428328315,0.500662726163864,-0.848154917087063,-0.300455071657202
B0213.8,0.00626324117183685,-2.63582420349121,0.00814154975592543,0.741221552233777,4.96258108493445e-05,0.0282032595016062,-4.30454413353257,-1.54970443820472
B0218.1,0.0140965227037668,-2.21863198280334,0.0145725345059823,0.735294699528408,9.17655213925172e-05,0.0538988746702671,-4.03783118701713,-1.26842030215269
B0222.9,0.010200266726315,-2.31644296646118,0.00953152551970966,0.702726060225452,7.98162420323933e-05,0.0333849796714882,-4.09838038899066,-1.47644888537853
B0222.15,0.0244687125086784,-2.13067269325256,0.0315156870334508,0.868747373618128,8.56089830146326e-05,0.115394166422387,-4.06748068121689,-0.937831384981996
B0228.7,0.0859247893095016,-1.15698397159576,0.0389749484595849,0.418751171452037,0.00697871094647174,0.163856101036072,-2.15680723005043,-0.785537954414369
B0238.6,0.00609493441879749,-2.66781902313232,0.00807678168749471,0.774254184685725,3.25169357590009e-05,0.029930030927062,-4.48790489212122,-1.52389283439785
B0238.10,0.255446195602417,-0.596794664859772,0.0345344221105902,0.0603207491788607,0.183999746044477,0.323690497378508,-0.735184958497789,-0.489870076721759
B0240.2,0.0026241522282362,-3.00939512252808,0.00371206099022414,0.711158508490302,2.98898933730622e-05,0.0142751050259297,-4.52451056153955,-1.84543068207095
B0244.8,0.232222601771355,-0.636969387531281,0.0264169038845354,0.050387934032565,0.176471652959784,0.28476491222779,-0.753325475134506,-0.545513856817434
B0244.15,0.00475087761878967,-2.80088019371033,0.0064364041303229,0.799044479507063,2.49939493945324e-05,0.0230067986994982,-4.60217645567636,-1.63814380740116
B0261.7,0.155656814575195,-0.815849900245667,0.0292056222180755,0.0850147016911917,0.0993720523392161,0.214026478926341,-1.00273607234744,-0.669532712417749
B0280.11,0.0453222319483757,-1.5183539390564,0.0276150063795939,0.540792894477762,0.000715523371278929,0.0981251820921898,-3.14538060647497,-1.00821952431997
B0284.1,0.0133409751579165,-2.28947043418884,0.0154482188674355,0.767859642683757,9.29314440630454e-05,0.0539745013229548,-4.03220315840931,-1.26787344508615
B0303.14,0.150102525949478,-0.832858324050903,0.0299720101430422,0.0917999135184114,0.092341192625463,0.209318036586046,-1.03461178381797,-0.679193353421633
B0304.2,0.211106657981873,-0.684842824935913,0.0425240427465957,0.0920023495433071,0.129157103101412,0.296841799716155,-0.888888280633732,-0.527475491044074
B0304.3,0.00874240137636662,-2.50450158119202,0.0105664621592292,0.791604583380578,5.21237266184471e-05,0.0385247837441663,-4.28301841169452,-1.41426398089088
B0334.5,0.0928283333778381,-1.05253314971924,0.0265308824376542,0.139055018277302,0.0411610731544594,0.14487351551652,-1.38551371546981,-0.839011887313883
B0348.10,0.0260378066450357,-2.13668417930603,0.0350650691053364,0.908823109326573,5.83441612737564e-05,0.124601363080243,-4.23402723044915,-0.904484891802631
B0361.8,0.0150013007223606,-2.22556662559509,0.0160084887704869,0.774255685858685,7.88781685211385e-05,0.0594213820683459,-4.10333570633189,-1.22606932685029
B0379.1a,0.166023254394531,-0.793901383876801,0.0390264657829289,0.117285163237788,0.0892778630057971,0.240373726810018,-1.04925690670049,-0.619113392773851
B0391.5,0.0200340207666159,-2.12146019935608,0.0213242075310468,0.814030636037504,7.97278258687584e-05,0.072372719955941,-4.09849959253149,-1.14042594387543
B0391.6,0.0834416374564171,-1.10021948814392,0.0239516721497616,0.147267606453757,0.0344929744799932,0.132538916543126,-1.46233150787184,-0.877659046207011
B0393.5,0.00281883357092738,-2.94680380821228,0.00371773086313958,0.687063967541932,3.32425021648911e-05,0.0144659439412256,-4.47850166785507,-1.83965404998889
B0393.7,0.0050758165307343,-2.77586078643799,0.00769344598980625,0.78708434715899,2.51370593863006e-05,0.0279205913034578,-4.59983096480185,-1.55411825896608
B0395.1,0.0304121896624565,-1.76690793037415,0.0229141063122374,0.634594093034497,0.000268019102319765,0.0787620188047488,-3.57183737883067,-1.10368914693658
B0414.1,0.00275285239331424,-2.9908139705658,0.00399020844146869,0.727267589740597,2.00939414147191e-05,0.0153425933094695,-4.69754925463786,-1.81422615120694
B0432.9,0.0481893196702003,-1.59203660488129,0.0369024136621252,0.709699999935607,0.000243609991593985,0.135236925383409,-3.61526458269941,-0.868909249286593
B0432.12,0.173048511147499,-0.779405415058136,0.0461541368246764,0.129133601981369,0.0803650919968883,0.262315344065428,-1.0949364579868,-0.581176402244039
B0454.2,0.0441078767180443,-1.56719136238098,0.0292961378799532,0.603534932738154,0.000608707444916945,0.102718807756901,-3.21559647307583,-0.988350030042395
B0454.4,0.048128504306078,-1.49874877929688,0.0287533154969771,0.580071908422997,0.000872618302431268,0.103261481101314,-3.05933275026947,-0.986065283831696
B0464.3,0.536577343940735,-0.275885373353958,0.0836017843200205,0.0704142344453753,0.378383457660675,0.710934952398141,-0.422067858538021,-0.148172286307817
B0464.4a,0.141967833042145,-0.855486512184143,0.0258438901353292,0.08367958597418,0.0913822625453273,0.193650298193097,-1.03914644055278,-0.712985623074871
B0464.8,0.0219648070633411,-2.03469443321228,0.0220415756406276,0.750776326206031,0.000116389813532199,0.0777986851831277,-3.93640280642195,-1.10903997177898
B0495.1,0.00348164071328938,-2.88358306884766,0.00482083734723574,0.716877322139155,3.13169835256607e-05,0.0179598145186901,-4.50436097816925,-1.74569815285387
B0495.6,0.0546926558017731,-1.73485243320465,0.0563202379712752,0.887204545499923,0.000150844912665586,0.187619722013672,-3.82160694185057,-0.726721803337807
B0496.2,0.0244718603789806,-1.98241651058197,0.0229860046469949,0.791681607423305,9.25143573113019e-05,0.0785116945082942,-4.03379193067233,-1.10507196564975
