PHI	log10.PHI	Std.Error	log10.Std.Error	0.025	0.975	log10.0.025	log10.0.975
0.996552169	-0.005587366	1.34E-05	6.04E-06	0.735778555	1.258088898	-0.133252875	0.09971133
1.534340382	0.181904182	2.12E-05	5.89E-06	1.168566541	1.980588014	0.067653447	0.296794125
1.691393375	0.220310286	3.23E-05	8.37E-06	1.102156415	2.341470879	0.042243205	0.369488714
0.93138212	-0.032980409	8.93E-06	4.37E-06	0.759314105	1.101054238	-0.119578532	0.041808713
0.926205099	-0.035424516	8.92E-06	4.39E-06	0.754944044	1.094088602	-0.122085237	0.039052493
0.925925851	-0.035769824	9.28E-06	4.64E-06	0.746535514	1.101592702	-0.126949527	0.04202105
1.013313413	0.002399663	1.23E-05	5.48E-06	0.77507584	1.253424359	-0.1106558	0.098098129
0.998066783	-0.045459662	4.77E-05	2.01E-05	0.38127579	2.158289772	-0.41876077	0.334109752
0.708866775	-0.154309541	9.92E-06	6.86E-06	0.514212524	0.89113941	-0.288857362	-0.050054349
0.90705359	-0.046897683	1.28E-05	6.39E-06	0.653654883	1.154905023	-0.184651524	0.062546264
0.955286145	-0.025815573	1.46E-05	7.70E-06	0.681746106	1.230221539	-0.166377335	0.089983326
0.590230346	-0.236743599	9.85E-06	9.07E-06	0.388592763	0.76614044	-0.410505545	-0.115691619
0.526767969	-0.288171083	1.05E-05	9.67E-06	0.317079169	0.730275946	-0.498832304	-0.136513009
0.920993149	-0.037160832	6.65E-06	3.83E-06	0.803408485	1.034704203	-0.095063586	0.014816213
0.723896503	-0.145287201	9.50E-06	7.34E-06	0.545915246	0.889639294	-0.262874777	-0.050786062
0.693586171	-0.164838478	1.00E-05	8.03E-06	0.497372731	0.86844228	-0.303318029	-0.061259044
0.660643697	-0.200468913	1.99E-05	1.36E-05	0.324083549	1.084999136	-0.489343019	0.035429392
0.93523711	-0.031399075	8.32E-06	5.04E-06	0.786940921	1.081485279	-0.104057872	0.034020612
0.897159696	-0.05304908	1.38E-05	7.58E-06	0.632649874	1.161339684	-0.198836581	0.064959266
0.879154682	-0.059762727	1.08E-05	6.17E-06	0.676724974	1.079668468	-0.169587801	0.033290418
0.912948847	-0.050121512	1.94E-05	9.86E-06	0.534781927	1.300907754	-0.271823278	0.114246502
1.257664323	0.092771605	2.09E-05	8.19E-06	0.867786838	1.67411738	-0.061586991	0.223785905
1.37311089	0.13567853	1.19E-05	4.63E-06	1.169468246	1.603932773	0.067988433	0.205186154
0.699945927	-0.170690015	1.78E-05	1.23E-05	0.362415705	1.056592592	-0.440792991	0.02390756
1.303034425	0.113565162	8.24E-06	4.27E-06	1.187273121	1.466458175	0.074550635	0.16626968
1.302762866	0.113695115	8.09E-06	3.70E-06	1.188109443	1.469302027	0.074856447	0.167111068
1.67327857	0.221119478	1.84E-05	4.55E-06	1.375977661	2.065044449	0.138611383	0.314929392
2.922488689	0.462670952	4.07E-05	4.85E-06	2.504779943	3.822392706	0.398769577	0.582335304
1.283933163	0.103879333	1.51E-05	7.86E-06	1.028738896	1.566891404	0.012305143	0.195038898
1.454408526	0.15625374	2.47E-05	7.57E-06	0.999107132	1.978772032	-0.000387942	0.29639576
1.002898574	-0.004095334	1.47E-05	7.22E-06	0.723235061	1.282857042	-0.140720529	0.108178262
1.470934868	0.165273637	1.52E-05	4.52E-06	1.20474757	1.795337118	0.080896059	0.25414601
1.450005889	0.158296853	1.74E-05	5.16E-06	1.138485545	1.815792054	0.056327518	0.25906611
1.427007079	0.152455047	1.18E-05	4.73E-06	1.242272968	1.667417522	0.094217022	0.222044361
1.917546511	0.280908346	1.74E-05	4.13E-06	1.675918878	2.368521806	0.224252993	0.374477307
1.978026032	0.294535369	1.81E-05	3.80E-06	1.724125202	2.429494109	0.2365688	0.38551585
1.957588911	0.288980067	2.27E-05	4.82E-06	1.590392612	2.464966244	0.201504347	0.391810974
0.994683385	-0.006109267	1.17E-05	6.32E-06	0.780449755	1.210144251	-0.10765506	0.082837141
0.819334686	-0.087704532	5.71E-06	3.30E-06	0.710019161	0.921260999	-0.148729931	-0.035617317
