isoform.ID,PHI,log10.PHI,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
AC3.12,0.496760725975037,-0.335314869880676,0.182047593115753,0.171713617810448,0.199213257307808,0.903631539642811,-0.700696734513024,-0.0440086201494686
AH9.4,0.619983613491058,-0.217159062623978,0.126642441227648,0.0927697933886739,0.373393956323465,0.872182870904605,-0.427832873665463,-0.0593927098868719
AH9.6,0.949426829814911,-0.0289364829659462,0.159245401403633,0.0758103508967017,0.64892051021258,1.26507971187433,-0.187808521270744,0.102117888359859
AH10.1,1.81009471416473,0.256644606590271,0.126148195672484,0.030334506236313,1.56782791813215,2.06057599981626,0.195298390077504,0.31398860600727
B0001.2,0.815435767173767,-0.0912168920040131,0.0884323748714305,0.0479242468600813,0.64055630316337,0.99120422899723,-0.19344269409665,-0.00383735214499064
B0035.8,3.58242273330688,0.55221301317215,0.339966740769625,0.0413930197037778,2.93756602803866,4.27707631985346,0.467987630872183,0.631146995417388
B0035.16,0.333226919174194,-0.497575700283051,0.0977426718735754,0.137173930346443,0.156345625221729,0.531775864462058,-0.80591462298789,-0.27427138611796
B0047.4,1.01271045207977,-0.00246970192529261,0.188227919389877,0.0848437273568181,0.642741324504217,1.38778799474239,-0.191964448272628,0.142322923676535
B0222.9,0.528727114200592,-0.281153857707977,0.0744068779318074,0.0622101784453456,0.384182966748873,0.676349101960659,-0.41546198871011,-0.169829082480956
B0222.15,0.680299162864685,-0.188881993293762,0.203947072674532,0.142180744733788,0.304051266113917,1.08724575042725,-0.517053365156494,0.0363249421847488
B0238.6,0.419474601745605,-0.394581824541092,0.113574536258323,0.126474910320707,0.207498928656181,0.655027789374193,-0.682984634062329,-0.183740313919971
B0280.11,0.770950853824615,-0.118468694388866,0.120898304386096,0.0698337548419785,0.53344084272782,1.01764686405659,-0.272913755906681,0.00759697671092056
B0284.1,0.568758904933929,-0.255473911762238,0.121429815337327,0.0969658719596753,0.343331959843636,0.812421391407649,-0.464286347243143,-0.0902187131328964
B0303.14,1.18223166465759,0.0694151222705841,0.14327910304151,0.0539687104933229,0.896887140969435,1.44907865027587,-0.0472622781304391,0.161091829979049
B0304.2,1.50300168991089,0.172934398055077,0.202274955557876,0.0596577128260465,1.1289918333292,1.90842759311199,0.0526907703603142,0.280675249975339
B0304.3,0.522550225257874,-0.291280895471573,0.10482639272819,0.0927410069048983,0.309366539369027,0.725925980508327,-0.509526813170021,-0.139107691283124
B0348.10,0.836944937705994,-0.110852338373661,0.312138181080388,0.178978703749084,0.294138356049856,1.52574450771014,-0.53144931150021,0.183481526929835
B0361.8,0.578200101852417,-0.247051924467087,0.114911880849541,0.0910986511407108,0.349048887441556,0.814211895565192,-0.457113792668271,-0.0892625569139338
B0379.1a,1.27028214931488,0.0988469868898392,0.191239469228921,0.066923097094088,0.909850943585237,1.65253748695056,-0.0410297522478454,0.218151317248446
B0393.5,0.338610917329788,-0.481470376253128,0.0747739766178897,0.100601306222641,0.203846359377106,0.491202595084906,-0.690697062732762,-0.308739376483017
B0414.1,0.277491241693497,-0.57923835515976,0.0861830373548194,0.144173798710842,0.126638888195157,0.459624442458153,-0.897433004298164,-0.337599032990286
B0432.9,0.871959388256073,-0.0686715617775917,0.174490192881009,0.0910666621454172,0.533348490297794,1.2292076955239,-0.272988941801185,0.0896252687906659
B0454.2,0.796822011470795,-0.104896873235703,0.13330254186788,0.0746034452568502,0.543816961844762,1.06881010830402,-0.264547336847821,0.0289002875492852
B0464.8,0.661034405231476,-0.189392983913422,0.134581052465076,0.0935708758657402,0.396948173890511,0.919934512674809,-0.401266197012208,-0.0362430896426042
B0495.1,0.293817758560181,-0.555200517177582,0.0935788031935818,0.145848036490338,0.135099947328369,0.499620293080807,-0.869347235303063,-0.301359975042344
B0495.6,0.959443807601929,-0.039570976048708,0.289615797491819,0.142015785239859,0.440586309383313,1.55856417119503,-0.355970020033546,0.192724520138981
B0507.1,0.868931531906128,-0.0649539306759834,0.115678018097133,0.0590109594701149,0.638031452894211,1.09690609673659,-0.1951579157432,0.0401692979807561
B0507.11,0.262172311544418,-0.607977092266083,0.0890198852412841,0.156533133756468,0.112725210562348,0.458199313779672,-0.947979235456449,-0.338947103958673
B0554.4,0.52343487739563,-0.291953712701797,0.112407446578897,0.0995868816410281,0.305066376676162,0.744706746439139,-0.515605687739471,-0.128014730467079
BE0003N10.2,1.17592561244965,0.0673622116446495,0.13751171939931,0.0515128153689082,0.909140792489052,1.451956970493,-0.041368869899007,0.161953715045392
BE10.2,0.804138839244843,-0.0996551811695099,0.119824234450261,0.0666794730933328,0.577087972064813,1.04460590382417,-0.238757977720395,0.0189521957103647
C01B4.10,0.477490693330765,-0.3352170586586,0.118015455953688,0.114109595256636,0.261505838980277,0.720964981615543,-0.582519855886787,-0.142085956538172
C01B12.2,0.582376897335052,-0.245982438325882,0.128252096348169,0.100774934666912,0.338844702889522,0.828619638582071,-0.4699998992522,-0.0816448545258766
C01B12.4,0.525079011917114,-0.291138082742691,0.116368203378003,0.101683952082372,0.297042022645473,0.762114179134369,-0.527183670959464,-0.117981288711024
C01C10.3,1.05734694004059,0.0205083359032869,0.136333173915201,0.0573045829370243,0.791317976017793,1.31983057260513,-0.101649015836374,0.120518152133181
C01F1.2,1.04551887512207,0.014564786106348,0.152772129982776,0.0650102422627137,0.746215488513311,1.35521484017372,-0.127135758065678,0.132008136206398
C01G10.10a,0.714819967746735,-0.152367323637009,0.121370107875296,0.0767937546946978,0.481003744403521,0.957281851768494,-0.317852578925733,-0.0189602330165868
C01G12.7,1.09280049800873,0.0361431427299976,0.113739734234893,0.0459379675251013,0.871101093788942,1.31641709605853,-0.0599316054321438,0.119393468388603
C02A12.1,1.94416773319244,0.286370128393173,0.202719577256607,0.0454106228301987,1.56608225405216,2.35012931227684,0.19481456841333,0.37109156638193
C02E7.10,1.20946705341339,0.0712437406182289,0.26649495323298,0.102087119354217,0.701807225247224,1.73281586766243,-0.153782229417503,0.238752317751179
C02F5.13,0.540238499641418,-0.285021841526031,0.147743220172924,0.128083107949915,0.269042719403903,0.855306996405125,-0.570178789084828,-0.0678791168449387
C03A3.2,1.23592174053192,0.0897996798157692,0.123476402725507,0.0438209681863981,0.997104262808959,1.48414535721143,-0.0012594286526987,0.171476405260005
C03A7.7,2.8493664264679,0.45350581407547,0.215041953473663,0.0329375974707546,2.44315895438194,3.28117648760478,0.387951721733073,0.516029589892566
C03A7.11,0.457823991775513,-0.3497613966465,0.0972872964623209,0.0976303876963538,0.270359022170305,0.654425906141599,-0.568059145591505,-0.184139532098065
C03A7.14,3.17578840255737,0.500871419906616,0.213447455038589,0.0291835709892662,2.77644227743149,3.61280237833659,0.443488577949704,0.55784420283552
C03B1.1,1.20114755630493,0.0748497545719147,0.175272693364651,0.064873092975224,0.864365761975447,1.55904523531596,-0.063302528374061,0.192858694801563
C03B1.4,1.59340536594391,0.199621960520744,0.176593292977615,0.0487319141471722,1.25289190709591,1.94440612196922,0.0979136025266228,0.288786963176354
C03C10.3,2.20721983909607,0.342702895402908,0.159788634408441,0.0315774787135243,1.894382528464,2.53070595264435,0.277467674063246,0.403241686596516
C03D6.5,1.56588220596313,0.191482022404671,0.190842528206709,0.0536801032945621,1.20671583712101,1.93953664402167,0.0816048680052709,0.287697986818206
C03E10.3,0.880811274051666,-0.0604170709848404,0.1349372185982,0.068787287900954,0.61027817428112,1.14702195028464,-0.214472166129892,0.0595717276549846
C03G5.7,1.59318196773529,0.195331171154976,0.279563683003089,0.0787024821195915,1.05079863468806,2.1613865395387,0.0215192875639672,0.334732440440499
C03G5.13,1.94132614135742,0.283351361751556,0.283953547214653,0.0647785899227546,1.40818874239922,2.51856992046038,0.148660845219493,0.401154012156436
C03G6.3a,0.835342943668365,-0.083789698779583,0.13319764671359,0.0707623212863961,0.592403112351894,1.09913025101026,-0.227382668487679,0.0410491596833815
C03G6.10,0.419706016778946,-0.393383234739304,0.111289059326665,0.122331481022442,0.21807934033374,0.650184300045172,-0.661386774888103,-0.186964089640476
C03G6.17,0.918905794620514,-0.0430943071842194,0.153799795474346,0.0755007843283151,0.614946163694064,1.2138839751482,-0.211167416652991,0.0841771519788143
C03H5.1,0.70750230550766,-0.158106058835983,0.131387328782586,0.083914192394763,0.456607037782669,0.970715548098087,-0.340459076859384,-0.0129080199124083
C03H5.9,1.03962874412537,0.0126171996816993,0.144057457405345,0.0613663120195185,0.767180733382702,1.33745550910632,-0.115103129397816,0.126279323406937
C04C3.4,0.908813416957855,-0.0704836174845695,0.31570118183009,0.165884622609879,0.362669904033343,1.5899210045735,-0.440488598113483,0.20137537474483
C04C3.14,0.919595003128052,-0.0664014667272568,0.326987656896992,0.168040155048517,0.360198337584734,1.64639582733313,-0.44348069357742,0.21653424734385
C04E6.2,0.313502073287964,-0.526285469532013,0.0978582058248488,0.143869314745076,0.145705080529054,0.520636943479379,-0.836527236352176,-0.283465537419534
C04E6.10,0.482326209545135,-0.329210549592972,0.111962002909985,0.10722182893988,0.275383767982324,0.704142583906651,-0.560061662078912,-0.152339390422383
C04E12.4,0.570735514163971,-0.250959157943726,0.102926236299278,0.0814585477151554,0.37594849144419,0.769055510063966,-0.424871689913761,-0.114042437302147
C04E12.8,0.634093463420868,-0.207213774323463,0.128782552555165,0.0917746334321119,0.397081454843283,0.889231874545415,-0.4011204663814,-0.0509850162450628
C04F5.1,0.778944194316864,-0.111573211848736,0.0918016838275114,0.0521018117172829,0.601306073367596,0.95986703534921,-0.220904487077989,-0.017789016955106
C04F6.1,3.04274606704712,0.482982128858566,0.110075927087028,0.0156867466850546,2.83617885510127,3.27301823298136,0.452733589101851,0.514948402004641
C04F6.4a,1.43384289741516,0.155010595917702,0.118380568907579,0.0360963079626726,1.20331770678361,1.66709387501081,0.0803800082935681,0.221960055695036
C04G2.4,3.17608380317688,0.49945056438446,0.335823827185791,0.046195194480193,2.54365893006325,3.86128307382266,0.405458811326681,0.586731620839519
