isoform.ID,PHI,log10.PHI,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
AC3.12,0.4950792491436,-0.336925595998764,0.180914988113818,0.173000341707578,0.191660582646728,0.897743613521258,-0.717480724916358,-0.0468477995595865
AH9.4,0.61048024892807,-0.223542883992195,0.123340657126553,0.0909211511597876,0.369133704900742,0.86374057730039,-0.43281675241983,-0.0636167679741682
AH9.6,0.94976133108139,-0.0290898848325014,0.163404182763519,0.0775903467326149,0.640580156942209,1.26866266230742,-0.193426907995055,0.103346148551201
AH10.1,1.80696165561676,0.255848705768585,0.128684619186749,0.0309516167568693,1.55985467036565,2.0722830692927,0.19308413521367,0.316449059797773
B0001.2,0.808478951454163,-0.0948958471417427,0.0869564103245345,0.0475512735893967,0.633686686555544,0.985952281455199,-0.198125831310243,-0.00614413536520689
B0035.8,3.57837104797363,0.551720678806305,0.339181792461256,0.0414645204473066,2.92323631842931,4.28060688575109,0.46586337531784,0.631505286995783
B0035.16,0.328706920146942,-0.504032373428345,0.0978445716842902,0.138858152919202,0.155590676392118,0.528805815676848,-0.808016434388954,-0.276705703148624
B0047.4,1.00774502754211,-0.00460147066041827,0.187179818560973,0.0848453821109572,0.63316744963328,1.38191290199757,-0.198481428195212,0.140480343286764
B0222.9,0.522926032543182,-0.286036461591721,0.0742827722831173,0.0629129476795454,0.382841086387634,0.669620436429977,-0.416981522637401,-0.174171327162295
B0222.15,0.672821223735809,-0.194110572338104,0.205211695814581,0.142960049932535,0.316429609060287,1.08724575042725,-0.499725840524232,0.0363249421847488
B0238.6,0.410030722618103,-0.405803233385086,0.115327978910853,0.131359652854142,0.197535061339537,0.657368709146976,-0.704355975296728,-0.182191006693353
B0280.11,0.764037251472473,-0.122294649481773,0.119470023699473,0.0691053323326599,0.537974872688452,1.01387477417787,-0.269238054937886,0.00598409501746787
B0284.1,0.566250860691071,-0.257698804140091,0.123045202274155,0.0983429416748128,0.344936152050893,0.819471288720767,-0.462261301036387,-0.0864671178433232
B0303.14,1.17566561698914,0.0667741522192955,0.147176126457778,0.0558094334929339,0.883765324453513,1.44841314355532,-0.0536630431458771,0.160890742223828
B0304.2,1.50168442726135,0.172529190778732,0.203475969884562,0.059716678035989,1.13492737710476,1.91120056013266,0.054968031135803,0.281306243139071
B0304.3,0.51568740606308,-0.297113835811615,0.104409706682771,0.0929401706396498,0.309366539369027,0.713700207074483,-0.509526813170021,-0.146484277768565
B0348.10,0.827659070491791,-0.117102846503258,0.315986873417448,0.182780677112315,0.288063151637713,1.54594831764698,-0.5405283391464,0.189193909415862
B0361.8,0.569989323616028,-0.25332447886467,0.113198105948935,0.0916081578660035,0.344950755188862,0.801789277791977,-0.462244000031088,-0.0959417517097616
B0379.1a,1.26861727237701,0.0982073396444321,0.192425611740796,0.0673946874631423,0.905065820614497,1.65446240107218,-0.0433218217990567,0.218656769882405
B0393.5,0.332677125930786,-0.48999160528183,0.07595940447646,0.104642532604944,0.186972368632754,0.493979735424121,-0.728293120146603,-0.306291278500884
B0414.1,0.272654414176941,-0.58745014667511,0.086371005744677,0.145548270828508,0.123734100783865,0.461090820034345,-0.907511128552642,-0.336213572140971
B0432.9,0.863889753818512,-0.0730328932404518,0.175789324257106,0.0927471073331268,0.531531518201033,1.22210130393505,-0.274472166474015,0.0871071725588982
B0454.2,0.792951881885529,-0.107415720820427,0.137438060345186,0.0768664675722586,0.54468042353789,1.0822195460399,-0.26385844576291,0.0343027780692228
B0464.8,0.664289712905884,-0.187479004263878,0.1364603666404,0.0948214841894251,0.388040832181772,0.92880260994037,-0.41112297472116,-0.0320767593452686
B0495.1,0.289302587509155,-0.562093198299408,0.0920697731403645,0.146697607609273,0.130777492622534,0.485113064944744,-0.883466994589548,-0.314157878982633
B0495.6,0.959593653678894,-0.0394997112452984,0.290090138982546,0.141887402601547,0.439568968862295,1.56084674596786,-0.356973037374828,0.193359452010784
B0507.1,0.864231646060944,-0.0672677680850029,0.114532295875406,0.0586936555929657,0.640506804982821,1.09994329512119,-0.193476461698885,0.0413699079514375
B0507.11,0.25704625248909,-0.618947386741638,0.0911629479098461,0.163474539376231,0.106793221707145,0.460564573357503,-0.97145781884331,-0.336709676389478
B0554.4,0.51436722278595,-0.299567371606827,0.111270103058058,0.0995052672476429,0.300342114518086,0.745005792379379,-0.522384689714055,-0.127840424287471
BE0003N10.2,1.16307055950165,0.0625709369778633,0.136640989805839,0.0516287774152722,0.904176964859168,1.43961868584156,-0.043746687202093,0.158247471979756
BE10.2,0.797758102416992,-0.103442713618279,0.122864671562662,0.0689046941363134,0.572357929249604,1.04460590382417,-0.24233344893299,0.0189521957103647
C01B4.10,0.467927485704422,-0.343150943517685,0.112099522313864,0.110395912103192,0.256800333907207,0.703974447151025,-0.590405337224881,-0.152448711329778
C01B12.2,0.573362529277802,-0.253922909498215,0.131796308142003,0.106368833592875,0.321511729061604,0.827974579731623,-0.492803557807017,-0.0819836066982276
C01B12.4,0.522889375686646,-0.293432921171188,0.117389532617284,0.104327727515729,0.285596643636624,0.758283855517705,-0.544246967669164,-0.120168287729358
C01C10.3,1.05552339553833,0.0195179544389248,0.140539348532237,0.0591352081589693,0.787344482044379,1.32343396147092,-0.103835708413369,0.121702173240108
C01F1.2,1.03173005580902,0.00846330355852842,0.157035723665195,0.0670550154636065,0.736504904429118,1.36256701648235,-0.132824676569798,0.134357633321008
C01G10.10a,0.70915949344635,-0.155886948108673,0.121157652390997,0.0771220500098238,0.471057679752509,0.955076681574186,-0.326932308441249,-0.0199628118580758
C01G12.7,1.09082615375519,0.0352216027677059,0.116804893084471,0.0472340837173743,0.867075054347515,1.31524772942066,-0.0619437616234052,0.119007533708338
C02A12.1,1.92992544174194,0.283205062150955,0.199701994666872,0.0451837221440453,1.56443085869153,2.32923350930214,0.194356359261385,0.367212796939492
C02E7.10,1.20346128940582,0.0682340711355209,0.274781507152904,0.105926267491183,0.691831368207932,1.73643095393976,-0.160002177392183,0.239657277742184
C02F5.13,0.541369557380676,-0.28454464673996,0.149387849739868,0.129915634826619,0.267097418010235,0.856945875783761,-0.573330996912122,-0.0670466070129574
C03A3.2,1.23228192329407,0.0885083749890327,0.123914415395913,0.0438423048865945,1.00309588015079,1.49079318841298,0.00134242908478073,0.173415948846296
