isoform.ID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
AC3.12,0.461061179637909,-0.375612139701843,0.186129808751914,0.193514020325619,0.160427987575531,0.90367603302002,-0.79471986429804,-0.0439872357730802
AH9.4,0.595405519008636,-0.241392761468887,0.149003505748751,0.125612205143219,0.29466524720192,0.881737371285756,-0.530671081789819,-0.0546608622450477
AH9.6,0.992218792438507,-0.0128407888114452,0.200581359811046,0.0925963619232639,0.592211842536926,1.36686933040619,-0.227522912216874,0.135726998989183
AH10.1,2.04779624938965,0.310002654790878,0.15513512311007,0.033701349256298,1.74133949279785,2.2951698700587,0.2408820440562,0.360814806577131
B0001.2,0.835849583148956,-0.0820056796073914,0.114495295512021,0.0603560277836294,0.610845446586609,1.09464132785797,-0.214068659127816,0.0392718407750977
B0035.8,4.1418399810791,0.61487603187561,0.424672774957137,0.0451426780824021,3.3253116607666,4.9275541305542,0.521832355265616,0.692631403823498
B0035.16,0.276838213205338,-0.591691195964813,0.104298532487079,0.180542786591944,0.100881181657314,0.537343713144461,-0.99618983935879,-0.269758043233597
B0047.4,1.0304981470108,0.00285341893322766,0.21820969783063,0.0960782591033585,0.652342762053013,1.50282049179077,-0.185524185283996,0.176907108277813
B0222.9,0.475633800029755,-0.330667763948441,0.089526715887809,0.0841336669940472,0.309306621551514,0.664407486716906,-0.509610782639877,-0.177566166206079
B0222.15,0.638801634311676,-0.22915144264698,0.254103759826495,0.176373971236207,0.264618247747421,1.2237491607666,-0.577380210704979,0.0876924069770296
B0238.6,0.371409028768539,-0.456929564476013,0.125380243186527,0.157717595504517,0.161195875083407,0.638753175735474,-0.792663876485132,-0.194666927638501
B0280.11,0.755831360816956,-0.129796326160431,0.14239829624165,0.0864094594856046,0.46736258516709,1.06341656049093,-0.330347200782491,0.0267027024502731
B0284.1,0.517018496990204,-0.303168296813965,0.138368186723936,0.123954686310222,0.262427270412445,0.805522723992666,-0.580991036772507,-0.093922363737062
B0303.14,1.25087761878967,0.0929091349244118,0.173799131954429,0.0617542233561211,0.92369879980882,1.59333762824535,-0.0344747869750412,0.202307717663875
B0304.2,1.62401616573334,0.204717487096786,0.264031243026179,0.0720820156406036,1.17469489574432,2.09470963478088,0.0699250816707574,0.321123830284576
B0304.3,0.469590276479721,-0.342758566141129,0.116970823563101,0.115453527864163,0.251911234483123,0.74684738467137,-0.598803713734802,-0.126769747188416
B0348.10,0.837388396263123,-0.119621694087982,0.337061189233377,0.208634770392577,0.253045439720154,1.56243336200714,-0.596801484959497,0.193801503693084
B0361.8,0.551069319248199,-0.273359894752502,0.14111664711921,0.114113802509634,0.317823678255081,0.871929347515106,-0.497813750450059,-0.0595187045484546
B0379.1a,1.36598002910614,0.127767190337181,0.251384448190203,0.0830607806233026,0.827866792678833,1.85423803329468,-0.0820395374404048,0.268165484884394
B0393.5,0.280872106552124,-0.568875968456268,0.0770735528122643,0.126137977510886,0.140065431594849,0.437368005514145,-0.853669036163581,-0.359152989786888
B0414.1,0.228946000337601,-0.673070967197418,0.0885325250628047,0.172501808239955,0.108536480801801,0.423813760280609,-0.964429359096663,-0.372824946830219
B0432.9,0.906350076198578,-0.053717914968729,0.198993302853789,0.0999915188307199,0.517905235290527,1.34063619077205,-0.285749698856029,0.127237511614753
B0454.2,0.807001292705536,-0.101459868252277,0.153842928248242,0.0867374560010444,0.512087285518646,1.07552564144135,-0.29065600701591,0.0316207687948325
B0464.8,0.649172842502594,-0.202982008457184,0.166940045163466,0.118734770664119,0.329717457294464,0.992469301819801,-0.481858057995026,-0.0032954192826927
B0495.1,0.265195190906525,-0.60907644033432,0.099576771767204,0.174354634514265,0.107462637002269,0.470650047063828,-0.968742518075415,-0.32730189354759
B0495.6,0.963901162147522,-0.0479759089648724,0.335615869074669,0.178833632744749,0.334284386287133,1.66280910372734,-0.476238082582796,0.220838260288814
B0507.1,0.87378716468811,-0.0641450062394142,0.139789236887818,0.069845286438831,0.597090482711792,1.15801000595093,-0.223959851174094,0.0637123119911583
B0507.11,0.229300275444984,-0.676464557647705,0.0909818269329249,0.185574338787781,0.0894930686801672,0.428936958312988,-1.04821512425848,-0.367606532217717
