"","WBID","Phi_WholeGenome","elongating.embryo.Ce","L1.larva.Ce","dauer.larva.Ce","adult.Ce","L2L3_larva","PHI_Adult","PHI_Dauer","PHI_Emb","PHI_L1","PHI_L2L3"
"1","WBGene00000001",0.537474645047548,8.34498036877057,9.40434343354397,8.62119278143472,7.71735127218533,7.77064523412918,NA,NA,NA,NA,NA
"2","WBGene00000002",0.673625943029952,9.43787427159169,8.96559006690791,6.72383244082121,5.63835466933375,7.86018505747217,NA,NA,0.620237300099964,NA,NA
"3","WBGene00000003",0.70571514282077,8.87919392811032,9.32847889999322,6.34738920965601,5.36129216570943,7.81075811652936,NA,NA,NA,0.621111031927672,NA
"4","WBGene00000004",0.78182195604324,10.4134928399182,10.2016643620805,8.07496035911586,6.3578422665081,8.59267165259214,NA,NA,NA,NA,NA
"6","WBGene00000005",0.527216973382543,6.39024066706535,4.89034912822175,3.63758615972639,5.64190707093811,7.25205395185281,NA,NA,NA,NA,NA
"7","WBGene00000006",0.895846092844539,6.05443934626937,9.4127913000653,8.05420489706441,5.43372200355424,7.80261806344267,NA,NA,NA,0.757916899812922,NA
"8","WBGene00000007",0.594765839263343,3.61091791264422,5.75257263882563,4.86753445045558,5.28826703069454,7.4500795698075,NA,NA,NA,NA,NA
"10","WBGene00000008",0.564557893872704,0,2.99573227355399,6.49828214947643,2.99573227355399,5.20948615284142,NA,NA,NA,NA,NA
"11","WBGene00000009",0.63755565621313,4.27666611901606,6.0330862217988,5.26785815906333,3.04452243772342,4.17438726989564,NA,NA,NA,NA,NA
"12","WBGene00000010",0.748654272718424,7.74802852443238,9.13010597926558,7.97659540931658,7.6511201757027,7.84815308619953,NA,NA,NA,NA,NA
"14","WBGene00000012",0.704594758790522,2.39789527279837,4.02535169073515,3.2188758248682,2.56494935746154,2.63905732961526,NA,NA,NA,NA,NA
"15","WBGene00000013",0.848394018957249,1.38629436111989,6.79682371827486,7.74630066223144,2.07944154167984,4.95582705760126,NA,NA,NA,NA,NA
"16","WBGene00000014",0.452152701519299,0,3.17805383034795,2.77258872223978,0,0.693147180559945,NA,NA,NA,NA,NA
"17","WBGene00000015",0.62957185140401,0.693147180559945,2.63905732961526,3.78418963391826,0,2.19722457733622,NA,NA,NA,NA,NA
"18","WBGene00000016",0.689677901063117,1.6094379124341,8.60557030203365,6.96602418710611,4.26267987704132,6.75110146893676,NA,NA,NA,0.551655339472437,NA
"19","WBGene00000017",0.565992659828722,3.49650756146648,9.91462529694658,7.41938058291869,4.91998092582813,7.06133436691044,NA,NA,NA,0.457470218161489,NA
"20","WBGene00000019",0.476403621161976,2.99573227355399,3.73766961828337,3.29583686600433,4.93447393313069,6.02344759296103,NA,NA,NA,NA,NA
"22","WBGene00000020",0.832760390570646,6.89162589705225,10.6416558987436,8.43315919580623,6.84374994900622,8.38526052015541,NA,NA,NA,0.684324077207074,NA
"24","WBGene00000022",0.92395547930499,6.35437004079735,9.80697665215529,7.10332206252611,7.49942329059223,8.66060065471097,NA,NA,NA,0.841985124191819,NA
"25","WBGene00000023",0.594910778590585,5.27811465923052,5.34233425196481,2.30258509299405,5.28826703069454,6.26339826259162,NA,NA,NA,NA,NA
"26","WBGene00000024",0.846909520135745,0.693147180559945,3.93182563272433,2.19722457733622,3.89182029811063,6.09807428216624,NA,NA,NA,NA,NA
"27","WBGene00000025",0.718793570842659,2.39789527279837,4.53259949315326,5.52545293913178,1.6094379124341,2.39789527279837,NA,NA,NA,NA,NA
"28","WBGene00000027",0.778338702617653,2.07944154167984,2.63905732961526,1.38629436111989,1.38629436111989,2.99573227355399,NA,NA,NA,NA,NA
"29","WBGene00000028",0.76746361948296,0,1.79175946922805,1.38629436111989,0,1.09861228866811,NA,NA,NA,NA,NA
"30","WBGene00000029",1.11660892175897,1.09861228866811,1.09861228866811,1.6094379124341,3.55534806148941,6.08449941307517,NA,NA,NA,NA,NA
